,State,Year,Quater,Transaction_area,Transaction_count,Transaction_amount
0,andaman-&-nicobar-islands,2020,2,nicobars,3,565.0
1,andaman-&-nicobar-islands,2020,2,south andaman,3,795.0
2,andaman-&-nicobar-islands,2020,3,south andaman,35,13651.0
3,andaman-&-nicobar-islands,2020,3,nicobars,5,1448.0
4,andaman-&-nicobar-islands,2020,3,north and middle andaman,1,281.0
5,andaman-&-nicobar-islands,2020,4,south andaman,109,137494.0
6,andaman-&-nicobar-islands,2020,4,north and middle andaman,13,17734.0
7,andaman-&-nicobar-islands,2020,4,nicobars,2,2747.0
8,andaman-&-nicobar-islands,2021,1,south andaman,164,167044.0
9,andaman-&-nicobar-islands,2021,1,north and middle andaman,48,63978.0
10,andaman-&-nicobar-islands,2021,1,nicobars,13,13244.0
11,andaman-&-nicobar-islands,2021,2,south andaman,105,121104.0
12,andaman-&-nicobar-islands,2021,2,north and middle andaman,28,45311.0
13,andaman-&-nicobar-islands,2021,2,nicobars,4,15089.0
14,andaman-&-nicobar-islands,2021,3,south andaman,182,223699.0
15,andaman-&-nicobar-islands,2021,3,north and middle andaman,33,50997.0
16,andaman-&-nicobar-islands,2021,3,nicobars,15,30539.0
17,andaman-&-nicobar-islands,2021,4,south andaman,632,800758.0
18,andaman-&-nicobar-islands,2021,4,north and middle andaman,81,182061.0
19,andaman-&-nicobar-islands,2021,4,nicobars,44,73561.0
20,andaman-&-nicobar-islands,2022,1,south andaman,692,982206.0
21,andaman-&-nicobar-islands,2022,1,north and middle andaman,48,85229.0
22,andaman-&-nicobar-islands,2022,1,nicobars,28,63852.0
23,andaman-&-nicobar-islands,2022,2,south andaman,430,633029.0
24,andaman-&-nicobar-islands,2022,2,north and middle andaman,45,90403.0
25,andaman-&-nicobar-islands,2022,2,nicobars,26,56308.0
26,andaman-&-nicobar-islands,2022,3,south andaman,535,687813.0
27,andaman-&-nicobar-islands,2022,3,north and middle andaman,70,129013.0
28,andaman-&-nicobar-islands,2022,3,nicobars,38,85640.0
29,andaman-&-nicobar-islands,2022,4,south andaman,750,1114857.0
30,andaman-&-nicobar-islands,2022,4,north and middle andaman,112,224198.0
31,andaman-&-nicobar-islands,2022,4,nicobars,39,102155.0
32,andaman-&-nicobar-islands,2023,1,south andaman,872,1172083.0
33,andaman-&-nicobar-islands,2023,1,north and middle andaman,85,178969.0
34,andaman-&-nicobar-islands,2023,1,nicobars,47,88146.0
35,andaman-&-nicobar-islands,2023,2,south andaman,670,1060976.0
36,andaman-&-nicobar-islands,2023,2,north and middle andaman,56,109742.0
37,andaman-&-nicobar-islands,2023,2,nicobars,42,62677.0
38,andaman-&-nicobar-islands,2023,3,south andaman,682,1052324.0
39,andaman-&-nicobar-islands,2023,3,north and middle andaman,77,133536.0
40,andaman-&-nicobar-islands,2023,3,nicobars,36,65285.0
41,andaman-&-nicobar-islands,2023,4,south andaman,1006,1504528.0
42,andaman-&-nicobar-islands,2023,4,north and middle andaman,95,156995.0
43,andaman-&-nicobar-islands,2023,4,nicobars,44,96298.0
44,andaman-&-nicobar-islands,2024,1,south andaman,1190,1657627.0
45,andaman-&-nicobar-islands,2024,1,north and middle andaman,125,229226.0
46,andaman-&-nicobar-islands,2024,1,nicobars,56,77703.0
47,andaman-&-nicobar-islands,2024,2,south andaman,974,1513489.0
48,andaman-&-nicobar-islands,2024,2,north and middle andaman,74,164686.0
49,andaman-&-nicobar-islands,2024,2,nicobars,49,66519.0
50,andaman-&-nicobar-islands,2024,3,south andaman,1044,1530179.0
51,andaman-&-nicobar-islands,2024,3,north and middle andaman,95,151791.0
52,andaman-&-nicobar-islands,2024,3,nicobar,51,68638.0
53,andaman-&-nicobar-islands,2024,3,nicobars,1,2192.0
54,andaman-&-nicobar-islands,2024,4,south andaman,1085,1670015.0
55,andaman-&-nicobar-islands,2024,4,north and middle andaman,131,219770.0
56,andaman-&-nicobar-islands,2024,4,nicobar,77,136595.0
57,andhra-pradesh,2020,2,visakhapatnam,3504,614212.0
58,andhra-pradesh,2020,2,anantapur,2739,485777.0
59,andhra-pradesh,2020,2,krishna,2698,475539.0
60,andhra-pradesh,2020,2,chittoor,2228,395099.0
61,andhra-pradesh,2020,2,ysr,1978,343002.0
62,andhra-pradesh,2020,2,guntur,1938,344326.0
63,andhra-pradesh,2020,2,east godavari,1913,352220.0
64,andhra-pradesh,2020,2,west godavari,1074,202289.0
65,andhra-pradesh,2020,2,spsr nellore,931,176423.0
66,andhra-pradesh,2020,2,vizianagaram,893,166029.0
67,andhra-pradesh,2020,3,visakhapatnam,7906,1892376.0
68,andhra-pradesh,2020,3,spsr nellore,5509,1259159.0
69,andhra-pradesh,2020,3,krishna,4519,1093882.0
70,andhra-pradesh,2020,3,chittoor,4422,1178762.0
71,andhra-pradesh,2020,3,guntur,4230,1083584.0
72,andhra-pradesh,2020,3,east godavari,3783,970549.0
73,andhra-pradesh,2020,3,kurnool,3493,841970.0
74,andhra-pradesh,2020,3,ysr,3397,847519.0
75,andhra-pradesh,2020,3,vizianagaram,2999,691281.0
76,andhra-pradesh,2020,3,anantapur,2911,764850.0
77,andhra-pradesh,2020,4,visakhapatnam,3464,2203761.0
78,andhra-pradesh,2020,4,guntur,2570,1620649.0
79,andhra-pradesh,2020,4,krishna,2311,1222782.0
80,andhra-pradesh,2020,4,east godavari,1965,1355741.0
81,andhra-pradesh,2020,4,chittoor,1727,1168506.0
82,andhra-pradesh,2020,4,anantapur,1534,794053.0
83,andhra-pradesh,2020,4,west godavari,1390,906282.0
84,andhra-pradesh,2020,4,spsr nellore,1348,810758.0
85,andhra-pradesh,2020,4,prakasam,1190,572976.0
86,andhra-pradesh,2020,4,ysr,1165,631876.0
87,andhra-pradesh,2021,1,visakhapatnam,4006,2403199.0
88,andhra-pradesh,2021,1,krishna,2722,1699716.0
89,andhra-pradesh,2021,1,guntur,2412,1398326.0
90,andhra-pradesh,2021,1,east godavari,1937,1065604.0
91,andhra-pradesh,2021,1,chittoor,1629,1058050.0
92,andhra-pradesh,2021,1,west godavari,1460,850251.0
93,andhra-pradesh,2021,1,spsr nellore,1323,714947.0
94,andhra-pradesh,2021,1,kurnool,1270,508161.0
95,andhra-pradesh,2021,1,ysr,1265,729565.0
96,andhra-pradesh,2021,1,anantapur,1264,621128.0
97,andhra-pradesh,2021,2,prakasam,5308,2719134.0
98,andhra-pradesh,2021,2,visakhapatnam,4655,3497573.0
99,andhra-pradesh,2021,2,west godavari,4170,2327122.0
100,andhra-pradesh,2021,2,krishna,3451,2494257.0
101,andhra-pradesh,2021,2,guntur,2967,2201793.0
102,andhra-pradesh,2021,2,chittoor,2392,1839579.0
103,andhra-pradesh,2021,2,east godavari,2343,1695121.0
104,andhra-pradesh,2021,2,spsr nellore,1817,1245872.0
105,andhra-pradesh,2021,2,anantapur,1631,1284850.0
106,andhra-pradesh,2021,2,kurnool,1410,941389.0
107,andhra-pradesh,2021,3,visakhapatnam,4044,3191769.0
108,andhra-pradesh,2021,3,krishna,3258,2722279.0
109,andhra-pradesh,2021,3,guntur,2519,2102143.0
110,andhra-pradesh,2021,3,east godavari,2248,2073825.0
111,andhra-pradesh,2021,3,chittoor,1991,1995617.0
112,andhra-pradesh,2021,3,spsr nellore,1486,1161025.0
113,andhra-pradesh,2021,3,west godavari,1452,1216098.0
114,andhra-pradesh,2021,3,anantapur,1329,1311735.0
115,andhra-pradesh,2021,3,ysr,1137,1033282.0
116,andhra-pradesh,2021,3,prakasam,1050,877683.0
117,andhra-pradesh,2021,4,visakhapatnam,4176,5425896.0
118,andhra-pradesh,2021,4,krishna,3029,3841028.0
119,andhra-pradesh,2021,4,guntur,2709,3214794.0
120,andhra-pradesh,2021,4,east godavari,2532,3543718.0
121,andhra-pradesh,2021,4,chittoor,2444,3100521.0
122,andhra-pradesh,2021,4,spsr nellore,2369,2345876.0
123,andhra-pradesh,2021,4,ysr,1449,1479933.0
124,andhra-pradesh,2021,4,anantapur,1322,2101400.0
125,andhra-pradesh,2021,4,west godavari,1262,1853561.0
126,andhra-pradesh,2021,4,prakasam,1181,1328774.0
127,andhra-pradesh,2022,1,visakhapatnam,5196,6953446.0
128,andhra-pradesh,2022,1,krishna,3914,5279784.0
129,andhra-pradesh,2022,1,east godavari,3605,5199664.0
130,andhra-pradesh,2022,1,chittoor,2887,4304499.0
131,andhra-pradesh,2022,1,guntur,2748,3988284.0
132,andhra-pradesh,2022,1,west godavari,1991,3109555.0
133,andhra-pradesh,2022,1,spsr nellore,1878,2608475.0
134,andhra-pradesh,2022,1,prakasam,1797,2181402.0
135,andhra-pradesh,2022,1,anantapur,1551,2556602.0
136,andhra-pradesh,2022,1,ysr,1439,2086496.0
137,andhra-pradesh,2022,2,visakhapatnam,5851,7046107.0
138,andhra-pradesh,2022,2,krishna,4578,5733009.0
139,andhra-pradesh,2022,2,guntur,3115,3979873.0
140,andhra-pradesh,2022,2,east godavari,3103,3899091.0
141,andhra-pradesh,2022,2,chittoor,2836,4207850.0
142,andhra-pradesh,2022,2,west godavari,2141,2903957.0
143,andhra-pradesh,2022,2,spsr nellore,2063,2686947.0
144,andhra-pradesh,2022,2,prakasam,1962,2331922.0
145,andhra-pradesh,2022,2,anantapur,1794,2729962.0
146,andhra-pradesh,2022,2,ysr,1418,1920103.0
147,andhra-pradesh,2022,3,visakhapatnam,6720,7779967.0
148,andhra-pradesh,2022,3,krishna,5529,6149431.0
149,andhra-pradesh,2022,3,guntur,4431,5271211.0
150,andhra-pradesh,2022,3,east godavari,4355,5505134.0
151,andhra-pradesh,2022,3,chittoor,3729,5145111.0
152,andhra-pradesh,2022,3,spsr nellore,2593,3257610.0
153,andhra-pradesh,2022,3,west godavari,2314,3113617.0
154,andhra-pradesh,2022,3,prakasam,2137,2552054.0
155,andhra-pradesh,2022,3,anantapur,1934,2719786.0
156,andhra-pradesh,2022,3,ysr,1892,2559169.0
157,andhra-pradesh,2022,4,visakhapatnam,7636,9911879.0
158,andhra-pradesh,2022,4,krishna,5484,6977122.0
159,andhra-pradesh,2022,4,guntur,5199,6244165.0
160,andhra-pradesh,2022,4,chittoor,4641,6166050.0
161,andhra-pradesh,2022,4,east godavari,4450,5856052.0
162,andhra-pradesh,2022,4,spsr nellore,2733,3658896.0
163,andhra-pradesh,2022,4,west godavari,2623,3513389.0
164,andhra-pradesh,2022,4,anantapur,2425,3710468.0
165,andhra-pradesh,2022,4,prakasam,2400,2848596.0
166,andhra-pradesh,2022,4,ysr,2261,2993022.0
167,andhra-pradesh,2023,1,visakhapatnam,6752,9502319.0
168,andhra-pradesh,2023,1,krishna,4693,6275818.0
169,andhra-pradesh,2023,1,east godavari,4069,5915626.0
170,andhra-pradesh,2023,1,guntur,3542,4957590.0
171,andhra-pradesh,2023,1,chittoor,3284,5677174.0
172,andhra-pradesh,2023,1,spsr nellore,2461,3621734.0
173,andhra-pradesh,2023,1,west godavari,2196,3370241.0
174,andhra-pradesh,2023,1,anantapur,1565,2882540.0
175,andhra-pradesh,2023,1,ysr,1509,2235497.0
176,andhra-pradesh,2023,1,prakasam,1437,2188369.0
177,andhra-pradesh,2023,2,visakhapatnam,7000,8910217.0
178,andhra-pradesh,2023,2,krishna,5163,6666796.0
179,andhra-pradesh,2023,2,chittoor,3756,5988173.0
180,andhra-pradesh,2023,2,guntur,3725,5015442.0
181,andhra-pradesh,2023,2,east godavari,3690,5519480.0
182,andhra-pradesh,2023,2,spsr nellore,2468,3679371.0
183,andhra-pradesh,2023,2,west godavari,2140,3383512.0
184,andhra-pradesh,2023,2,anantapur,1688,3027497.0
185,andhra-pradesh,2023,2,ysr,1652,2426306.0
186,andhra-pradesh,2023,2,kurnool,1473,2483871.0
187,andhra-pradesh,2023,3,visakhapatnam,8972,11107138.0
188,andhra-pradesh,2023,3,krishna,6187,7831756.0
189,andhra-pradesh,2023,3,guntur,4604,5810698.0
190,andhra-pradesh,2023,3,east godavari,4157,5720660.0
191,andhra-pradesh,2023,3,chittoor,3993,6350318.0
192,andhra-pradesh,2023,3,spsr nellore,3082,3962298.0
193,andhra-pradesh,2023,3,west godavari,2308,3162591.0
194,andhra-pradesh,2023,3,anantapur,1947,3392196.0
195,andhra-pradesh,2023,3,ysr,1900,2732465.0
196,andhra-pradesh,2023,3,kurnool,1723,2310997.0
197,andhra-pradesh,2023,4,visakhapatnam,8787,12027284.0
198,andhra-pradesh,2023,4,krishna,5268,7328216.0
199,andhra-pradesh,2023,4,guntur,4354,6154821.0
200,andhra-pradesh,2023,4,east godavari,4294,6404501.0
201,andhra-pradesh,2023,4,chittoor,4025,7322967.0
202,andhra-pradesh,2023,4,spsr nellore,2739,3968074.0
203,andhra-pradesh,2023,4,west godavari,2198,3630998.0
204,andhra-pradesh,2023,4,anantapur,2143,3651525.0
205,andhra-pradesh,2023,4,ysr,1923,2738253.0
206,andhra-pradesh,2023,4,kurnool,1829,3161720.0
207,andhra-pradesh,2024,1,visakhapatnam,9034,12016206.0
208,andhra-pradesh,2024,1,krishna,5888,7907881.0
209,andhra-pradesh,2024,1,east godavari,5344,6899327.0
210,andhra-pradesh,2024,1,chittoor,4784,6901394.0
211,andhra-pradesh,2024,1,guntur,4613,5985992.0
212,andhra-pradesh,2024,1,spsr nellore,2931,3961012.0
213,andhra-pradesh,2024,1,west godavari,2808,4029842.0
214,andhra-pradesh,2024,1,anantapur,2194,3722783.0
215,andhra-pradesh,2024,1,ysr,1935,2972264.0
216,andhra-pradesh,2024,1,kurnool,1916,2727094.0
217,andhra-pradesh,2024,2,visakhapatnam,9077,12170419.0
218,andhra-pradesh,2024,2,krishna,5321,7539878.0
219,andhra-pradesh,2024,2,east godavari,4730,6812370.0
220,andhra-pradesh,2024,2,guntur,3946,6093685.0
221,andhra-pradesh,2024,2,chittoor,3925,6646337.0
222,andhra-pradesh,2024,2,spsr nellore,2708,4456805.0
223,andhra-pradesh,2024,2,west godavari,2505,3448213.0
224,andhra-pradesh,2024,2,prakasam,2008,2858214.0
225,andhra-pradesh,2024,2,anantapur,1868,3445825.0
226,andhra-pradesh,2024,2,kurnool,1664,2836292.0
227,andhra-pradesh,2024,3,visakhapatnam,8553,12088761.0
228,andhra-pradesh,2024,3,ntr,4856,6761184.0
229,andhra-pradesh,2024,3,guntur,3703,5419362.0
230,andhra-pradesh,2024,3,tirupati,3517,5808106.0
231,andhra-pradesh,2024,3,sri potti sriramulu nellore,2386,3626372.0
232,andhra-pradesh,2024,3,kakinada,2269,3477318.0
233,andhra-pradesh,2024,3,east godavari,2001,3116536.0
234,andhra-pradesh,2024,3,anakapalli,1792,2253638.0
235,andhra-pradesh,2024,3,vizianagaram,1608,2223183.0
236,andhra-pradesh,2024,3,chittoor,1432,2748351.0
237,andhra-pradesh,2024,4,visakhapatnam,9897,13254184.0
238,andhra-pradesh,2024,4,ntr,7077,8504106.0
239,andhra-pradesh,2024,4,tirupati,4169,6081241.0
240,andhra-pradesh,2024,4,guntur,4159,5517638.0
241,andhra-pradesh,2024,4,sri potti sriramulu nellore,3193,4050293.0
242,andhra-pradesh,2024,4,kakinada,2905,3879273.0
243,andhra-pradesh,2024,4,east godavari,2499,3119010.0
244,andhra-pradesh,2024,4,prakasam,2499,2645564.0
245,andhra-pradesh,2024,4,anakapalli,2018,2214934.0
246,andhra-pradesh,2024,4,vizianagaram,1926,1988306.0
247,arunachal-pradesh,2020,2,papum pare,33,6304.0
248,arunachal-pradesh,2020,2,changlang,9,2511.0
249,arunachal-pradesh,2020,2,tirap,5,1026.0
250,arunachal-pradesh,2020,2,west siang,5,1124.0
251,arunachal-pradesh,2020,2,tawang,3,827.0
252,arunachal-pradesh,2020,2,east siang,2,469.0
253,arunachal-pradesh,2020,2,west kameng,2,513.0
254,arunachal-pradesh,2020,2,lower dibang valley,2,513.0
255,arunachal-pradesh,2020,2,lower subansiri,1,231.0
256,arunachal-pradesh,2020,2,namsai,1,231.0
257,arunachal-pradesh,2020,3,papum pare,60,15776.0
258,arunachal-pradesh,2020,3,east siang,22,9675.0
259,arunachal-pradesh,2020,3,west kameng,12,3466.0
260,arunachal-pradesh,2020,3,lohit,9,1557.0
261,arunachal-pradesh,2020,3,west siang,5,2052.0
262,arunachal-pradesh,2020,3,lower dibang valley,4,843.0
263,arunachal-pradesh,2020,3,tirap,3,939.0
264,arunachal-pradesh,2020,3,dibang valley,3,66.0
265,arunachal-pradesh,2020,3,namsai,3,1486.0
266,arunachal-pradesh,2020,3,east kameng,2,695.0
267,arunachal-pradesh,2020,4,papum pare,48,21298.0
268,arunachal-pradesh,2020,4,west kameng,15,22182.0
269,arunachal-pradesh,2020,4,east siang,10,8075.0
270,arunachal-pradesh,2020,4,tawang,10,9740.0
271,arunachal-pradesh,2020,4,lower dibang valley,9,1981.0
272,arunachal-pradesh,2020,4,changlang,7,5505.0
273,arunachal-pradesh,2020,4,lohit,5,4148.0
274,arunachal-pradesh,2020,4,tirap,4,1561.0
275,arunachal-pradesh,2020,4,lepa rada,3,2685.0
276,arunachal-pradesh,2020,4,namsai,3,984.0
277,arunachal-pradesh,2021,1,papum pare,65,62651.0
278,arunachal-pradesh,2021,1,east siang,18,8695.0
279,arunachal-pradesh,2021,1,west kameng,15,9871.0
280,arunachal-pradesh,2021,1,changlang,12,4524.0
281,arunachal-pradesh,2021,1,lohit,11,2951.0
282,arunachal-pradesh,2021,1,tawang,11,10155.0
283,arunachal-pradesh,2021,1,namsai,8,1248.0
284,arunachal-pradesh,2021,1,west siang,7,3690.0
285,arunachal-pradesh,2021,1,tirap,7,7696.0
286,arunachal-pradesh,2021,1,upper subansiri,7,4237.0
287,arunachal-pradesh,2021,2,papum pare,69,89335.0
288,arunachal-pradesh,2021,2,west kameng,20,17896.0
289,arunachal-pradesh,2021,2,west siang,18,8990.0
290,arunachal-pradesh,2021,2,lohit,16,21096.0
291,arunachal-pradesh,2021,2,lower dibang valley,14,8091.0
292,arunachal-pradesh,2021,2,tawang,13,23216.0
293,arunachal-pradesh,2021,2,changlang,12,11258.0
294,arunachal-pradesh,2021,2,namsai,11,8880.0
295,arunachal-pradesh,2021,2,lower subansiri,10,4236.0
296,arunachal-pradesh,2021,2,east siang,6,2979.0
297,arunachal-pradesh,2021,3,papum pare,50,95368.0
298,arunachal-pradesh,2021,3,east siang,23,32914.0
299,arunachal-pradesh,2021,3,west kameng,22,21566.0
300,arunachal-pradesh,2021,3,west siang,21,57300.0
301,arunachal-pradesh,2021,3,changlang,15,25894.0
302,arunachal-pradesh,2021,3,namsai,15,35207.0
303,arunachal-pradesh,2021,3,tirap,14,38082.0
304,arunachal-pradesh,2021,3,lower dibang valley,13,11845.0
305,arunachal-pradesh,2021,3,lohit,10,15097.0
306,arunachal-pradesh,2021,3,tawang,8,5436.0
307,arunachal-pradesh,2021,4,papum pare,128,232985.0
308,arunachal-pradesh,2021,4,west kameng,37,61049.0
309,arunachal-pradesh,2021,4,changlang,26,59532.0
310,arunachal-pradesh,2021,4,lohit,17,19353.0
311,arunachal-pradesh,2021,4,tawang,14,28772.0
312,arunachal-pradesh,2021,4,tirap,14,37402.0
313,arunachal-pradesh,2021,4,namsai,14,19295.0
314,arunachal-pradesh,2021,4,west siang,14,25308.0
315,arunachal-pradesh,2021,4,lower dibang valley,11,12440.0
316,arunachal-pradesh,2021,4,east siang,7,22841.0
317,arunachal-pradesh,2022,1,papum pare,149,339981.0
318,arunachal-pradesh,2022,1,west kameng,36,83342.0
319,arunachal-pradesh,2022,1,tirap,22,98280.0
320,arunachal-pradesh,2022,1,east siang,22,50073.0
321,arunachal-pradesh,2022,1,changlang,22,41022.0
322,arunachal-pradesh,2022,1,lohit,17,33684.0
323,arunachal-pradesh,2022,1,namsai,13,25903.0
324,arunachal-pradesh,2022,1,tawang,11,59469.0
325,arunachal-pradesh,2022,1,lower dibang valley,10,17012.0
326,arunachal-pradesh,2022,1,lower subansiri,9,27520.0
327,arunachal-pradesh,2022,2,papum pare,310,752159.0
328,arunachal-pradesh,2022,2,west kameng,47,115575.0
329,arunachal-pradesh,2022,2,east siang,29,107087.0
330,arunachal-pradesh,2022,2,tawang,26,61225.0
331,arunachal-pradesh,2022,2,changlang,25,51823.0
332,arunachal-pradesh,2022,2,west siang,24,54485.0
333,arunachal-pradesh,2022,2,lohit,21,59273.0
334,arunachal-pradesh,2022,2,tirap,15,32728.0
335,arunachal-pradesh,2022,2,namsai,14,34582.0
336,arunachal-pradesh,2022,2,lower dibang valley,13,25061.0
337,arunachal-pradesh,2022,3,papum pare,250,590296.0
338,arunachal-pradesh,2022,3,west kameng,42,118030.0
339,arunachal-pradesh,2022,3,east siang,35,54567.0
340,arunachal-pradesh,2022,3,tawang,24,112439.0
341,arunachal-pradesh,2022,3,tirap,23,54004.0
342,arunachal-pradesh,2022,3,changlang,22,53679.0
343,arunachal-pradesh,2022,3,lohit,18,45865.0
344,arunachal-pradesh,2022,3,lower dibang valley,17,26960.0
345,arunachal-pradesh,2022,3,west siang,16,86941.0
346,arunachal-pradesh,2022,3,east kameng,15,25996.0
347,arunachal-pradesh,2022,4,papum pare,249,557453.0
348,arunachal-pradesh,2022,4,west kameng,53,140810.0
349,arunachal-pradesh,2022,4,changlang,39,92295.0
350,arunachal-pradesh,2022,4,lohit,35,74057.0
351,arunachal-pradesh,2022,4,east siang,33,62867.0
352,arunachal-pradesh,2022,4,tawang,32,117810.0
353,arunachal-pradesh,2022,4,namsai,25,52176.0
354,arunachal-pradesh,2022,4,lower dibang valley,23,56348.0
355,arunachal-pradesh,2022,4,west siang,22,42902.0
356,arunachal-pradesh,2022,4,tirap,22,69612.0
357,arunachal-pradesh,2023,1,papum pare,214,609907.0
358,arunachal-pradesh,2023,1,changlang,58,150506.0
359,arunachal-pradesh,2023,1,west kameng,58,148766.0
360,arunachal-pradesh,2023,1,east siang,45,131785.0
361,arunachal-pradesh,2023,1,tawang,43,177062.0
362,arunachal-pradesh,2023,1,west siang,26,77049.0
363,arunachal-pradesh,2023,1,lohit,22,48743.0
364,arunachal-pradesh,2023,1,tirap,20,42058.0
365,arunachal-pradesh,2023,1,lower subansiri,18,52453.0
366,arunachal-pradesh,2023,1,lower dibang valley,17,32562.0
367,arunachal-pradesh,2023,2,papum pare,261,767297.0
368,arunachal-pradesh,2023,2,west kameng,87,278705.0
369,arunachal-pradesh,2023,2,east siang,49,134410.0
370,arunachal-pradesh,2023,2,changlang,48,182270.0
371,arunachal-pradesh,2023,2,namsai,34,96483.0
372,arunachal-pradesh,2023,2,tawang,31,117759.0
373,arunachal-pradesh,2023,2,lohit,29,65934.0
374,arunachal-pradesh,2023,2,lower dibang valley,29,51944.0
375,arunachal-pradesh,2023,2,west siang,27,85810.0
376,arunachal-pradesh,2023,2,tirap,21,70549.0
377,arunachal-pradesh,2023,3,papum pare,285,696186.0
378,arunachal-pradesh,2023,3,west kameng,65,185636.0
379,arunachal-pradesh,2023,3,east siang,59,113780.0
380,arunachal-pradesh,2023,3,changlang,44,108703.0
381,arunachal-pradesh,2023,3,tawang,39,129855.0
382,arunachal-pradesh,2023,3,lower dibang valley,39,140365.0
383,arunachal-pradesh,2023,3,tirap,38,135660.0
384,arunachal-pradesh,2023,3,namsai,34,55710.0
385,arunachal-pradesh,2023,3,lohit,29,102043.0
386,arunachal-pradesh,2023,3,west siang,23,92531.0
387,arunachal-pradesh,2023,4,papum pare,318,852980.0
388,arunachal-pradesh,2023,4,west kameng,67,190405.0
389,arunachal-pradesh,2023,4,namsai,49,120567.0
390,arunachal-pradesh,2023,4,west siang,48,119227.0
391,arunachal-pradesh,2023,4,changlang,47,94883.0
392,arunachal-pradesh,2023,4,tawang,45,167579.0
393,arunachal-pradesh,2023,4,east siang,42,109484.0
394,arunachal-pradesh,2023,4,lower dibang valley,35,81825.0
395,arunachal-pradesh,2023,4,lohit,34,77356.0
396,arunachal-pradesh,2023,4,tirap,32,74981.0
397,arunachal-pradesh,2024,1,papum pare,415,902815.0
398,arunachal-pradesh,2024,1,west kameng,109,264851.0
399,arunachal-pradesh,2024,1,east siang,88,195598.0
400,arunachal-pradesh,2024,1,changlang,60,119720.0
401,arunachal-pradesh,2024,1,lohit,58,125916.0
402,arunachal-pradesh,2024,1,tawang,57,123314.0
403,arunachal-pradesh,2024,1,west siang,49,128839.0
404,arunachal-pradesh,2024,1,lower dibang valley,48,123833.0
405,arunachal-pradesh,2024,1,namsai,37,74800.0
406,arunachal-pradesh,2024,1,lower subansiri,31,47226.0
407,arunachal-pradesh,2024,2,papum pare,361,844112.0
408,arunachal-pradesh,2024,2,tawang,192,165583.0
409,arunachal-pradesh,2024,2,west kameng,100,234304.0
410,arunachal-pradesh,2024,2,lohit,55,80040.0
411,arunachal-pradesh,2024,2,changlang,55,127100.0
412,arunachal-pradesh,2024,2,east siang,54,143926.0
413,arunachal-pradesh,2024,2,west siang,48,122922.0
414,arunachal-pradesh,2024,2,lower subansiri,40,58095.0
415,arunachal-pradesh,2024,2,lower dibang valley,38,102160.0
416,arunachal-pradesh,2024,2,namsai,32,80520.0
417,arunachal-pradesh,2024,3,itanagar capital complex,218,512620.0
418,arunachal-pradesh,2024,3,west kameng,115,280805.0
419,arunachal-pradesh,2024,3,tawang,69,166341.0
420,arunachal-pradesh,2024,3,papum pare,66,79642.0
421,arunachal-pradesh,2024,3,changlang,57,132735.0
422,arunachal-pradesh,2024,3,east siang,47,127890.0
423,arunachal-pradesh,2024,3,tirap,35,80188.0
424,arunachal-pradesh,2024,3,lohit,32,96133.0
425,arunachal-pradesh,2024,3,west siang,28,89620.0
426,arunachal-pradesh,2024,3,namsai,28,93343.0
427,arunachal-pradesh,2024,4,itanagar capital complex,240,638964.0
428,arunachal-pradesh,2024,4,west kameng,117,277233.0
429,arunachal-pradesh,2024,4,east siang,89,235678.0
430,arunachal-pradesh,2024,4,tawang,68,223139.0
431,arunachal-pradesh,2024,4,papum pare,61,126855.0
432,arunachal-pradesh,2024,4,changlang,55,85559.0
433,arunachal-pradesh,2024,4,west siang,55,118386.0
434,arunachal-pradesh,2024,4,namsai,41,93403.0
435,arunachal-pradesh,2024,4,lower subansiri,35,61313.0
436,arunachal-pradesh,2024,4,tirap,35,86267.0
437,assam,2020,2,kamrup metropolitan,388,73071.0
438,assam,2020,2,nagaon,52,11413.0
439,assam,2020,2,sonitpur,46,10879.0
440,assam,2020,2,tinsukia,41,8863.0
441,assam,2020,2,dibrugarh,40,8918.0
442,assam,2020,2,lakhimpur,34,7772.0
443,assam,2020,2,cachar,31,6886.0
444,assam,2020,2,bongaigaon,30,6850.0
445,assam,2020,2,karimganj,27,6710.0
446,assam,2020,2,golaghat,25,5694.0
447,assam,2020,3,kamrup metropolitan,698,186125.0
448,assam,2020,3,nagaon,111,29094.0
449,assam,2020,3,kamrup,100,27927.0
450,assam,2020,3,cachar,98,28618.0
451,assam,2020,3,barpeta,98,22486.0
452,assam,2020,3,dibrugarh,95,28716.0
453,assam,2020,3,sonitpur,88,26070.0
454,assam,2020,3,tinsukia,82,25873.0
455,assam,2020,3,bongaigaon,72,20029.0
456,assam,2020,3,jorhat,62,19518.0
457,assam,2020,4,kamrup metropolitan,626,534531.0
458,assam,2020,4,nagaon,147,104375.0
459,assam,2020,4,barpeta,121,89658.0
460,assam,2020,4,tinsukia,121,110036.0
461,assam,2020,4,kamrup,110,73472.0
462,assam,2020,4,sonitpur,101,76365.0
463,assam,2020,4,dibrugarh,97,85549.0
464,assam,2020,4,cachar,91,63874.0
465,assam,2020,4,jorhat,82,61112.0
466,assam,2020,4,bongaigaon,69,45817.0
467,assam,2021,1,kamrup metropolitan,909,638404.0
468,assam,2021,1,sonitpur,162,151386.0
469,assam,2021,1,nagaon,151,91536.0
470,assam,2021,1,barpeta,138,94523.0
471,assam,2021,1,cachar,138,111672.0
472,assam,2021,1,kamrup,137,97851.0
